anio_mundial,grupo,nom_pais_local,nom_pais_visita,fecha,fase,goles_local,goles_visita,tiempo_extra,penales,num_partido
1982,Grupo E,España,Yugoslavia,1982-06-20,1ra ronda,2,1,0,0,19
1982,Grupo D,Inglaterra,Checoslovaquia,1982-06-20,1ra ronda,2,0,0,0,20
1982,Grupo B,Alemania Occidental,Chile,1982-06-20,1ra ronda,4,1,0,0,21
1982,Grupo E,Honduras,Irlanda del Norte,1982-06-21,1ra ronda,1,1,0,0,22
1982,Grupo D,Francia,Kuwait,1982-06-21,1ra ronda,4,1,0,0,23
1982,Grupo B,Argelia,Austria,1982-06-21,1ra ronda,0,2,0,0,24
1982,Grupo F,URSS,Escocia,1982-06-22,1ra ronda,2,2,0,0,25
1982,Grupo C,Bélgica,Hungría,1982-06-22,1ra ronda,1,1,0,0,26
1982,Grupo A,Polonia,Perú,1982-06-22,1ra ronda,5,1,0,0,27
1982,Grupo A,Italia,Camerún,1982-06-23,1ra ronda,1,1,0,0,28
1982,Grupo C,Argentina,El Salvador,1982-06-23,1ra ronda,2,0,0,0,29
1982,Grupo F,Brasil,Nueva Zelanda,1982-06-23,1ra ronda,4,0,0,0,30
1982,Grupo E,Honduras,Yugoslavia,1982-06-24,1ra ronda,0,1,0,0,31
1982,Grupo D,Francia,Checoslovaquia,1982-06-24,1ra ronda,1,1,0,0,32
1982,Grupo B,Argelia,Chile,1982-06-24,1ra ronda,3,2,0,0,33
1982,Grupo E,Irlanda del Norte,España,1982-06-25,1ra ronda,1,0,0,0,34
1982,Grupo B,Alemania Occidental,Austria,1982-06-25,1ra ronda,1,0,0,0,35
1982,Grupo D,Inglaterra,Kuwait,1982-06-25,1ra ronda,1,0,0,0,36
1982,Grupo 4,Austria,Francia,1982-06-28,2da ronda,0,1,0,0,37
1982,Grupo 1,Polonia,Bélgica,1982-06-28,2da ronda,3,0,0,0,38
1982,Grupo 2,Alemania Occidental,Inglaterra,1982-06-29,2da ronda,0,0,0,0,39
1982,Grupo 3,Italia,Argentina,1982-06-29,2da ronda,2,1,0,0,40
1982,Grupo 1,Bélgica,URSS,1982-07-01,2da ronda,0,1,0,0,41
1982,Grupo 4,Austria,Irlanda del Norte,1982-07-01,2da ronda,2,2,0,0,42
1982,Grupo 3,Argentina,Brasil,1982-07-02,2da ronda,1,3,0,0,43
1982,Grupo 2,Alemania Occidental,España,1982-07-02,2da ronda,2,1,0,0,44
1982,Grupo 4,Francia,Irlanda del Norte,1982-07-04,2da ronda,4,1,0,0,45
1982,Grupo 1,Polonia,URSS,1982-07-04,2da ronda,0,0,0,0,46
1982,Grupo 3,Italia,Brasil,1982-07-05,2da ronda,3,2,0,0,47
1982,Grupo 2,España,Inglaterra,1982-07-05,2da ronda,0,0,0,0,48
1982,,Alemania Occidental,Francia,1982-07-08,semis,3,3,1,1,49
1982,,Polonia,Italia,1982-07-08,semis,0,2,0,0,50
1982,,Polonia,Francia,1982-07-10,3er puesto,3,2,0,0,51
1982,,Italia,Alemania Occidental,1982-07-11,final,3,1,0,0,52
1986,Grupo A,Bulgaria,Italia,1986-05-31,1ra ronda,1,1,0,0,1
1986,Grupo D,España,Brasil,1986-06-01,1ra ronda,0,1,0,0,2
1986,Grupo C,Canadá,Francia,1986-06-01,1ra ronda,0,1,0,0,3
1986,Grupo A,Argentina,Corea del Sur,1986-06-02,1ra ronda,3,1,0,0,4
1986,Grupo C,URSS,Hungría,1986-06-02,1ra ronda,6,0,0,0,5
1986,Grupo F,Marruecos,Polonia,1986-06-02,1ra ronda,0,0,0,0,6
1986,Grupo B,Bélgica,México,1986-06-03,1ra ronda,1,2,0,0,7
1986,Grupo F,Portugal,Inglaterra,1986-06-03,1ra ronda,1,0,0,0,8
1986,Grupo D,Argelia,Irlanda del Norte,1986-06-03,1ra ronda,1,1,0,0,9
1986,Grupo E,Escocia,Dinamarca,1986-06-04,1ra ronda,0,1,0,0,10
1986,Grupo E,Uruguay,Alemania Occidental,1986-06-04,1ra ronda,1,1,0,0,11
1986,Grupo B,Paraguay,Iraq,1986-06-04,1ra ronda,1,0,0,0,12
1986,Grupo C,Francia,URSS,1986-06-05,1ra ronda,1,1,0,0,13
1986,Grupo A,Corea del Sur,Bulgaria,1986-06-05,1ra ronda,1,1,0,0,14
1986,Grupo A,Italia,Argentina,1986-06-05,1ra ronda,1,1,0,0,15
1986,Grupo C,Hungría,Canadá,1986-06-06,1ra ronda,2,0,0,0,16
1986,Grupo D,Brasil,Argelia,1986-06-06,1ra ronda,1,0,0,0,17
1986,Grupo F,Inglaterra,Marruecos,1986-06-06,1ra ronda,0,0,0,0,18
1986,Grupo B,México,Paraguay,1986-06-07,1ra ronda,1,1,0,0,19
1986,Grupo F,Polonia,Portugal,1986-06-07,1ra ronda,1,0,0,0,20
1986,Grupo D,Irlanda del Norte,España,1986-06-07,1ra ronda,1,2,0,0,21
1986,Grupo B,Iraq,Bélgica,1986-06-08,1ra ronda,1,2,0,0,22
1986,Grupo E,Alemania Occidental,Escocia,1986-06-08,1ra ronda,2,1,0,0,23
1986,Grupo E,Dinamarca,Uruguay,1986-06-08,1ra ronda,6,1,0,0,24
1986,Grupo C,URSS,Canadá,1986-06-09,1ra ronda,2,0,0,0,25
1986,Grupo C,Hungría,Francia,1986-06-09,1ra ronda,0,3,0,0,26
1986,Grupo A,Corea del Sur,Italia,1986-06-10,1ra ronda,2,3,0,0,27
1986,Grupo A,Argentina,Bulgaria,1986-06-10,1ra ronda,2,0,0,0,28
1986,Grupo B,Paraguay,Bélgica,1986-06-11,1ra ronda,2,2,0,0,29
1986,Grupo F,Inglaterra,Polonia,1986-06-11,1ra ronda,3,0,0,0,30
1986,Grupo F,Portugal,Marruecos,1986-06-11,1ra ronda,1,3,0,0,31
1986,Grupo B,Iraq,México,1986-06-11,1ra ronda,0,1,0,0,32
1986,Grupo D,Irlanda del Norte,Brasil,1986-06-12,1ra ronda,0,3,0,0,33
1986,Grupo D,Argelia,España,1986-06-12,1ra ronda,0,3,0,0,34
1986,Grupo E,Dinamarca,Alemania Occidental,1986-06-13,1ra ronda,2,0,0,0,35
1986,Grupo E,Escocia,Uruguay,1986-06-13,1ra ronda,0,0,0,0,36
1986,,URSS,Bélgica,1986-06-15,octavos,3,4,1,0,37
1986,,México,Bulgaria,1986-06-15,octavos,2,0,0,0,38
1986,,Brasil,Polonia,1986-06-16,octavos,4,0,0,0,39
1986,,Argentina,Uruguay,1986-06-16,octavos,1,0,0,0,40
1986,,Marruecos,Alemania Occidental,1986-06-17,octavos,0,1,0,0,41
1986,,Italia,Francia,1986-06-17,octavos,0,2,0,0,42
1986,,Dinamarca,España,1986-06-18,octavos,1,5,0,0,43
1986,,Inglaterra,Paraguay,1986-06-18,octavos,3,0,0,0,44
1986,,México,Alemania Occidental,1986-06-21,cuartos,0,0,1,1,45
1986,,Brasil,Francia,1986-06-21,cuartos,1,1,1,1,46
1986,,Bélgica,España,1986-06-22,cuartos,1,1,1,1,47
1986,,Argentina,Inglaterra,1986-06-22,cuartos,2,1,0,0,48
1986,,Argentina,Bélgica,1986-06-25,semis,2,0,0,0,49
1986,,Alemania Occidental,Francia,1986-06-25,semis,2,0,0,0,50
1986,,Bélgica,Francia,1986-06-28,3er puesto,2,4,1,0,51
1986,,Argentina,Alemania Occidental,1986-06-29,final,3,2,0,0,52
1990,Grupo B,Argentina,Camerún,1990-06-08,1ra ronda,0,1,0,0,1
1990,Grupo B,URSS,Rumania,1990-06-09,1ra ronda,0,2,0,0,2
1990,Grupo A,Italia,Austria,1990-06-09,1ra ronda,1,0,0,0,3
1990,Grupo D,Emiratos Arabes,Colombia,1990-06-09,1ra ronda,0,2,0,0,4
1990,Grupo A,Estados Unidos,Checoslovaquia,1990-06-10,1ra ronda,1,5,0,0,5
1990,Grupo C,Brasil,Suecia,1990-06-10,1ra ronda,2,1,0,0,6
1990,Grupo D,Alemania Occidental,Yugoslavia,1990-06-10,1ra ronda,4,1,0,0,7
1990,Grupo C,Costa Rica,Escocia,1990-06-11,1ra ronda,1,0,0,0,8
1990,Grupo F,Inglaterra,Irlanda,1990-06-11,1ra ronda,1,1,0,0,9
1990,Grupo E,Bélgica,Corea del Sur,1990-06-12,1ra ronda,2,0,0,0,10
1990,Grupo F,Paises Bajos,Egipto,1990-06-12,1ra ronda,1,1,0,0,11
1990,Grupo E,Uruguay,España,1990-06-13,1ra ronda,0,0,0,0,12
1990,Grupo B,Argentina,URSS,1990-06-13,1ra ronda,2,0,0,0,13
1990,Grupo D,Yugoslavia,Colombia,1990-06-14,1ra ronda,1,0,0,0,14
1990,Grupo A,Italia,Estados Unidos,1990-06-14,1ra ronda,1,0,0,0,15
1990,Grupo B,Camerún,Rumania,1990-06-14,1ra ronda,2,1,0,0,16
1990,Grupo A,Austria,Checoslovaquia,1990-06-15,1ra ronda,0,1,0,0,17
1990,Grupo D,Alemania Occidental,Emiratos Arabes,1990-06-15,1ra ronda,5,1,0,0,18
1990,Grupo C,Brasil,Costa Rica,1990-06-16,1ra ronda,1,0,0,0,19
1990,Grupo C,Suecia,Escocia,1990-06-16,1ra ronda,1,2,0,0,20
1990,Grupo F,Inglaterra,Paises Bajos,1990-06-16,1ra ronda,0,0,0,0,21
1990,Grupo F,Irlanda,Egipto,1990-06-17,1ra ronda,0,0,0,0,22
1990,Grupo E,Bélgica,Uruguay,1990-06-17,1ra ronda,3,1,0,0,23
1990,Grupo E,Corea del Sur,España,1990-06-17,1ra ronda,1,3,0,0,24
1990,Grupo B,Argentina,Rumania,1990-06-18,1ra ronda,1,1,0,0,25
1990,Grupo B,Camerún,URSS,1990-06-18,1ra ronda,0,4,0,0,26
1990,Grupo D,Alemania Occidental,Colombia,1990-06-19,1ra ronda,1,1,0,0,27
1990,Grupo D,Yugoslavia,Emiratos Arabes,1990-06-19,1ra ronda,4,1,0,0,28
1990,Grupo A,Italia,Checoslovaquia,1990-06-19,1ra ronda,2,0,0,0,29
1990,Grupo A,Austria,Estados Unidos,1990-06-19,1ra ronda,2,1,0,0,30
1990,Grupo C,Brasil,Escocia,1990-06-20,1ra ronda,1,0,0,0,31
1990,Grupo C,Suecia,Costa Rica,1990-06-20,1ra ronda,1,2,0,0,32
1990,Grupo E,Bélgica,España,1990-06-21,1ra ronda,1,2,0,0,33
1990,Grupo E,Corea del Sur,Uruguay,1990-06-21,1ra ronda,0,1,0,0,34
1990,Grupo F,Inglaterra,Egipto,1990-06-21,1ra ronda,1,0,0,0,35
1990,Grupo F,Irlanda,Paises Bajos,1990-06-21,1ra ronda,1,1,0,0,36
1990,,Camerún,Colombia,1990-06-23,octavos,2,1,1,0,37
1990,,Checoslovaquia,Costa Rica,1990-06-23,octavos,4,1,0,0,38
1990,,Brasil,Argentina,1990-06-24,octavos,0,1,0,0,39
1990,,Alemania Occidental,Paises Bajos,1990-06-24,octavos,2,1,0,0,40
1990,,Irlanda,Rumania,1990-06-25,octavos,0,0,1,1,41
1990,,Italia,Uruguay,1990-06-25,octavos,2,0,0,0,42
1990,,España,Yugoslavia,1990-06-26,octavos,1,2,1,0,43
1990,,Inglaterra,Bélgica,1990-06-26,octavos,1,0,1,0,44
1990,,Argentina,Yugoslavia,1990-06-30,cuartos,0,0,1,1,45
1990,,Italia,Irlanda,1990-06-30,cuartos,1,0,0,0,46
1990,,Alemania Occidental,Checoslovaquia,1990-07-01,cuartos,1,0,0,0,47
1990,,Camerún,Inglaterra,1990-07-01,cuartos,2,3,1,0,48
1990,,Italia,Argentina,1990-07-03,semis,1,1,1,1,49
1990,,Inglaterra,Alemania Occidental,1990-07-04,semis,1,1,1,1,50
1990,,Italia,Inglaterra,1990-07-07,3er puesto,2,1,0,0,51
1990,,Argentina,Alemania Occidental,1990-07-08,final,0,1,0,0,52
1994,Grupo C,Alemania,Bolivia,1994-06-17,1ra ronda,1,0,0,0,1
1994,Grupo C,España,Corea del Sur,1994-06-17,1ra ronda,2,2,0,0,2
1994,Grupo A,Estados Unidos,Suiza,1994-06-18,1ra ronda,1,1,0,0,3
1994,Grupo E,Italia,Irlanda,1994-06-18,1ra ronda,0,1,0,0,4
1994,Grupo A,Colombia,Rumania,1994-06-18,1ra ronda,1,3,0,0,5
1994,Grupo F,Bélgica,Marruecos,1994-06-19,1ra ronda,1,0,0,0,6
1994,Grupo E,Noruega,México,1994-06-19,1ra ronda,1,0,0,0,7
1994,Grupo B,Camerún,Suecia,1994-06-19,1ra ronda,2,2,0,0,8
1994,Grupo B,Brasil,Rusia,1994-06-20,1ra ronda,2,0,0,0,9
1994,Grupo F,Paises Bajos,Arabia Saudita,1994-06-20,1ra ronda,2,1,0,0,10
1994,Grupo D,Argentina,Grecia,1994-06-21,1ra ronda,4,0,0,0,11
1994,Grupo C,Alemania,España,1994-06-21,1ra ronda,1,1,0,0,12
1994,Grupo D,Nigeria,Bulgaria,1994-06-21,1ra ronda,3,0,0,0,13
1994,Grupo A,Rumania,Suiza,1994-06-22,1ra ronda,1,4,0,0,14
1994,Grupo A,Estados Unidos,Colombia,1994-06-22,1ra ronda,2,1,0,0,15
1994,Grupo E,Italia,Noruega,1994-06-23,1ra ronda,1,0,0,0,16
1994,Grupo C,Corea del Sur,Bolivia,1994-06-23,1ra ronda,0,0,0,0,17
1994,Grupo E,México,Irlanda,1994-06-24,1ra ronda,2,1,0,0,18
1994,Grupo B,Brasil,Camerún,1994-06-24,1ra ronda,3,0,0,0,19
1994,Grupo B,Suecia,Rusia,1994-06-24,1ra ronda,3,1,0,0,20
1994,Grupo F,Bélgica,Paises Bajos,1994-06-25,1ra ronda,1,0,0,0,21
1994,Grupo F,Arabia Saudita,Marruecos,1994-06-25,1ra ronda,2,1,0,0,22
1994,Grupo D,Argentina,Nigeria,1994-06-25,1ra ronda,2,1,0,0,23
1994,Grupo D,Bulgaria,Grecia,1994-06-26,1ra ronda,4,0,0,0,24
1994,Grupo A,Estados Unidos,Rumania,1994-06-26,1ra ronda,0,1,0,0,25
1994,Grupo A,Suiza,Colombia,1994-06-26,1ra ronda,0,2,0,0,26
1994,Grupo C,Bolivia,España,1994-06-27,1ra ronda,1,3,0,0,27
1994,Grupo C,Alemania,Corea del Sur,1994-06-27,1ra ronda,3,2,0,0,28
1994,Grupo E,Irlanda,Noruega,1994-06-28,1ra ronda,0,0,0,0,29
1994,Grupo E,Italia,México,1994-06-28,1ra ronda,1,1,0,0,30
1994,Grupo B,Rusia,Camerún,1994-06-28,1ra ronda,6,1,0,0,31
1994,Grupo B,Brasil,Suecia,1994-06-28,1ra ronda,1,1,0,0,32
1994,Grupo F,Marruecos,Paises Bajos,1994-06-29,1ra ronda,1,2,0,0,33
1994,Grupo F,Bélgica,Arabia Saudita,1994-06-29,1ra ronda,0,1,0,0,34
1994,Grupo D,Grecia,Nigeria,1994-06-30,1ra ronda,0,2,0,0,35
1994,Grupo D,Argentina,Bulgaria,1994-06-30,1ra ronda,0,2,0,0,36
1994,,Alemania,Bélgica,1994-07-02,octavos,3,2,0,0,37
1994,,España,Suiza,1994-07-02,octavos,3,0,0,0,38
1994,,Arabia Saudita,Suecia,1994-07-03,octavos,1,3,0,0,39
1994,,Rumania,Argentina,1994-07-03,octavos,3,2,0,0,40
1994,,Paises Bajos,Irlanda,1994-07-04,octavos,2,0,0,0,41
1994,,Brasil,Estados Unidos,1994-07-04,octavos,1,0,0,0,42
1994,,Nigeria,Italia,1994-07-05,octavos,1,2,1,0,43
1994,,México,Bulgaria,1994-07-05,octavos,1,1,1,1,44
1994,,Italia,España,1994-07-09,cuartos,2,1,0,0,45
1994,,Paises Bajos,Brasil,1994-07-09,cuartos,2,3,0,0,46
1994,,Bulgaria,Alemania,1994-07-10,cuartos,2,1,0,0,47
1994,,Rumania,Suecia,1994-07-10,cuartos,2,2,1,1,48
1994,,Bulgaria,Italia,1994-07-13,semis,1,2,0,0,49
1994,,Suecia,Brasil,1994-07-13,semis,0,1,0,0,50
1994,,Suecia,Bulgaria,1994-07-16,3er puesto,4,0,0,0,51
1994,,Brasil,Italia,1994-07-17,final,0,0,1,1,52
1998,Grupo A,Brasil,Escocia,1998-06-10,1ra ronda,2,1,0,0,1
1998,Grupo A,Marruecos,Noruega,1998-06-10,1ra ronda,2,2,0,0,2
1998,Grupo B,Camerún,Austria,1998-06-11,1ra ronda,1,1,0,0,3
1998,Grupo B,Italia,Chile,1998-06-11,1ra ronda,2,2,0,0,4
1998,Grupo C,Arabia Saudita,Dinamarca,1998-06-12,1ra ronda,0,1,0,0,5
1998,Grupo C,Francia,Sudáfrica,1998-06-12,1ra ronda,3,0,0,0,6
1998,Grupo D,Paraguay,Bulgaria,1998-06-12,1ra ronda,0,0,0,0,7
1998,Grupo E,Paises Bajos,Bélgica,1998-06-13,1ra ronda,0,0,0,0,8
1998,Grupo E,Corea del Sur,México,1998-06-13,1ra ronda,1,3,0,0,9
1998,Grupo D,España,Nigeria,1998-06-13,1ra ronda,2,3,0,0,10
1998,Grupo H,Jamaica,Croacia,1998-06-14,1ra ronda,1,3,0,0,11
1998,Grupo F,RF de Yugoslavia,Irán,1998-06-14,1ra ronda,1,0,0,0,12
1998,Grupo H,Argentina,Japón,1998-06-14,1ra ronda,1,0,0,0,13
1998,Grupo F,Alemania,Estados Unidos,1998-06-15,1ra ronda,2,0,0,0,14
1998,Grupo G,Rumania,Colombia,1998-06-15,1ra ronda,1,0,0,0,15
1998,Grupo G,Inglaterra,Túnez,1998-06-15,1ra ronda,2,0,0,0,16
1998,Grupo A,Escocia,Noruega,1998-06-16,1ra ronda,1,1,0,0,17
1998,Grupo A,Brasil,Marruecos,1998-06-16,1ra ronda,3,0,0,0,18
1998,Grupo B,Chile,Austria,1998-06-17,1ra ronda,1,1,0,0,19
1998,Grupo B,Italia,Camerún,1998-06-17,1ra ronda,3,0,0,0,20
1998,Grupo C,Francia,Arabia Saudita,1998-06-18,1ra ronda,4,0,0,0,21
1998,Grupo C,Sudáfrica,Dinamarca,1998-06-18,1ra ronda,1,1,0,0,22
1998,Grupo D,Nigeria,Bulgaria,1998-06-19,1ra ronda,1,0,0,0,23
1998,Grupo D,España,Paraguay,1998-06-19,1ra ronda,0,0,0,0,24
1998,Grupo E,Paises Bajos,Corea del Sur,1998-06-20,1ra ronda,5,0,0,0,25
1998,Grupo E,Bélgica,México,1998-06-20,1ra ronda,2,2,0,0,26
1998,Grupo H,Japón,Croacia,1998-06-20,1ra ronda,0,1,0,0,27
1998,Grupo H,Argentina,Jamaica,1998-06-21,1ra ronda,5,0,0,0,28
1998,Grupo F,Alemania,RF de Yugoslavia,1998-06-21,1ra ronda,2,2,0,0,29
1998,Grupo F,Estados Unidos,Irán,1998-06-21,1ra ronda,1,2,0,0,30
1998,Grupo G,Colombia,Túnez,1998-06-22,1ra ronda,1,0,0,0,31
1998,Grupo G,Rumania,Inglaterra,1998-06-22,1ra ronda,2,1,0,0,32
1998,Grupo B,Italia,Austria,1998-06-23,1ra ronda,2,1,0,0,33
1998,Grupo A,Escocia,Marruecos,1998-06-23,1ra ronda,0,3,0,0,34
1998,Grupo A,Brasil,Noruega,1998-06-23,1ra ronda,1,2,0,0,35
1998,Grupo B,Chile,Camerún,1998-06-23,1ra ronda,1,1,0,0,36
1998,Grupo D,España,Bulgaria,1998-06-24,1ra ronda,6,1,0,0,37
1998,Grupo C,Francia,Dinamarca,1998-06-24,1ra ronda,2,1,0,0,38
1998,Grupo D,Nigeria,Paraguay,1998-06-24,1ra ronda,1,3,0,0,39
1998,Grupo C,Sudáfrica,Arabia Saudita,1998-06-24,1ra ronda,2,2,0,0,40
1998,Grupo E,Bélgica,Corea del Sur,1998-06-25,1ra ronda,1,1,0,0,41
1998,Grupo E,Paises Bajos,México,1998-06-25,1ra ronda,2,2,0,0,42
1998,Grupo F,Alemania,Irán,1998-06-25,1ra ronda,2,0,0,0,43
1998,Grupo F,Estados Unidos,RF de Yugoslavia,1998-06-25,1ra ronda,0,1,0,0,44
1998,Grupo G,Rumania,Túnez,1998-06-26,1ra ronda,1,1,0,0,45
1998,Grupo G,Colombia,Inglaterra,1998-06-26,1ra ronda,0,2,0,0,46
1998,Grupo H,Japón,Jamaica,1998-06-26,1ra ronda,1,2,0,0,47
1998,Grupo H,Argentina,Croacia,1998-06-26,1ra ronda,1,0,0,0,48
1998,,Brasil,Chile,1998-06-27,octavos,4,1,0,0,49
1998,,Italia,Noruega,1998-06-27,octavos,1,0,0,0,50
1998,,Nigeria,Dinamarca,1998-06-28,octavos,1,4,0,0,51
1998,,Francia,Paraguay,1998-06-28,octavos,1,0,1,0,52
1998,,Alemania,México,1998-06-29,octavos,2,1,0,0,53
1998,,Paises Bajos,RF de Yugoslavia,1998-06-29,octavos,2,1,0,0,54
1998,,Argentina,Inglaterra,1998-06-30,octavos,2,2,1,1,55
1998,,Rumania,Croacia,1998-06-30,octavos,0,1,0,0,56
1998,,Italia,Francia,1998-07-03,cuartos,0,0,1,1,57
1998,,Brasil,Dinamarca,1998-07-03,cuartos,3,2,0,0,58
1998,,Alemania,Croacia,1998-07-04,cuartos,0,3,0,0,59
1998,,Paises Bajos,Argentina,1998-07-04,cuartos,2,1,0,0,60
1998,,Brasil,Paises Bajos,1998-07-07,semis,1,1,1,1,61
1998,,Francia,Croacia,1998-07-08,semis,2,1,0,0,62
1998,,Paises Bajos,Croacia,1998-07-11,3er puesto,1,2,0,0,63
1998,,Brasil,Francia,1998-07-12,final,0,3,0,0,64
2002,Grupo A,Francia,Senegal,2002-05-31,1ra ronda,0,1,0,0,1
2002,Grupo E,Irlanda,Camerún,2002-06-01,1ra ronda,1,1,0,0,2
2002,Grupo A,Uruguay,Dinamarca,2002-06-01,1ra ronda,1,2,0,0,3
2002,Grupo E,Alemania,Arabia Saudita,2002-06-01,1ra ronda,8,0,0,0,4
2002,Grupo F,Inglaterra,Suecia,2002-06-02,1ra ronda,1,1,0,0,5
2002,Grupo B,Paraguay,Sudáfrica,2002-06-02,1ra ronda,2,2,0,0,6
2002,Grupo F,Argentina,Nigeria,2002-06-02,1ra ronda,1,0,0,0,7
2002,Grupo B,España,Eslovenia,2002-06-02,1ra ronda,3,1,0,0,8
2002,Grupo G,Croacia,México,2002-06-03,1ra ronda,0,1,0,0,9
2002,Grupo C,Brasil,Turquía,2002-06-03,1ra ronda,2,1,0,0,10
2002,Grupo G,Italia,Ecuador,2002-06-03,1ra ronda,2,0,0,0,11
2002,Grupo C,China,Costa Rica,2002-06-04,1ra ronda,0,2,0,0,12
2002,Grupo H,Japón,Bélgica,2002-06-04,1ra ronda,2,2,0,0,13
2002,Grupo D,Corea del Sur,Polonia,2002-06-04,1ra ronda,2,0,0,0,14
2002,Grupo H,Rusia,Túnez,2002-06-05,1ra ronda,2,0,0,0,15
2002,Grupo D,Estados Unidos,Portugal,2002-06-05,1ra ronda,3,2,0,0,16
2002,Grupo E,Alemania,Irlanda,2002-06-05,1ra ronda,1,1,0,0,17
2002,Grupo A,Francia,Uruguay,2002-06-06,1ra ronda,0,0,0,0,18
2002,Grupo E,Camerún,Arabia Saudita,2002-06-06,1ra ronda,1,0,0,0,19
2002,Grupo A,Dinamarca,Senegal,2002-06-06,1ra ronda,1,1,0,0,20
2002,Grupo F,Suecia,Nigeria,2002-06-07,1ra ronda,2,1,0,0,21
2002,Grupo B,España,Paraguay,2002-06-07,1ra ronda,3,1,0,0,22
2002,Grupo F,Argentina,Inglaterra,2002-06-07,1ra ronda,0,1,0,0,23
2002,Grupo B,Sudáfrica,Eslovenia,2002-06-08,1ra ronda,1,0,0,0,24
2002,Grupo G,Italia,Croacia,2002-06-08,1ra ronda,1,2,0,0,25
2002,Grupo C,Brasil,China,2002-06-08,1ra ronda,4,0,0,0,26
2002,Grupo G,México,Ecuador,2002-06-09,1ra ronda,2,1,0,0,27
2002,Grupo C,Costa Rica,Turquía,2002-06-09,1ra ronda,1,1,0,0,28
2002,Grupo H,Japón,Rusia,2002-06-09,1ra ronda,1,0,0,0,29
2002,Grupo D,Corea del Sur,Estados Unidos,2002-06-10,1ra ronda,1,1,0,0,30
2002,Grupo H,Túnez,Bélgica,2002-06-10,1ra ronda,1,1,0,0,31
2002,Grupo D,Portugal,Polonia,2002-06-10,1ra ronda,4,0,0,0,32
2002,Grupo A,Dinamarca,Francia,2002-06-11,1ra ronda,2,0,0,0,33
2002,Grupo A,Senegal,Uruguay,2002-06-11,1ra ronda,3,3,0,0,34
2002,Grupo E,Camerún,Alemania,2002-06-11,1ra ronda,0,2,0,0,35
2002,Grupo E,Arabia Saudita,Irlanda,2002-06-11,1ra ronda,0,3,0,0,36
2002,Grupo F,Suecia,Argentina,2002-06-12,1ra ronda,1,1,0,0,37
2002,Grupo F,Nigeria,Inglaterra,2002-06-12,1ra ronda,0,0,0,0,38
2002,Grupo B,Sudáfrica,España,2002-06-12,1ra ronda,2,3,0,0,39
2002,Grupo B,Eslovenia,Paraguay,2002-06-12,1ra ronda,1,3,0,0,40
2002,Grupo C,Costa Rica,Brasil,2002-06-13,1ra ronda,2,5,0,0,41
2002,Grupo C,Turquía,China,2002-06-13,1ra ronda,3,0,0,0,42
2002,Grupo G,México,Italia,2002-06-13,1ra ronda,1,1,0,0,43
2002,Grupo G,Ecuador,Croacia,2002-06-13,1ra ronda,1,0,0,0,44
2002,Grupo H,Túnez,Japón,2002-06-14,1ra ronda,0,2,0,0,45
2002,Grupo H,Bélgica,Rusia,2002-06-14,1ra ronda,3,2,0,0,46
2002,Grupo D,Portugal,Corea del Sur,2002-06-14,1ra ronda,0,1,0,0,47
2002,Grupo D,Polonia,Estados Unidos,2002-06-14,1ra ronda,3,1,0,0,48
2002,,Alemania,Paraguay,2002-06-15,octavos,1,0,0,0,49
2002,,Dinamarca,Inglaterra,2002-06-15,octavos,0,3,0,0,50
2002,,Suecia,Senegal,2002-06-16,octavos,1,2,1,0,51
2002,,España,Irlanda,2002-06-16,octavos,1,1,1,1,52
2002,,México,Estados Unidos,2002-06-17,octavos,0,2,0,0,53
2002,,Brasil,Bélgica,2002-06-17,octavos,2,0,0,0,54
2002,,Japón,Turquía,2002-06-18,octavos,0,1,0,0,55
2002,,Corea del Sur,Italia,2002-06-18,octavos,2,1,1,0,56
2002,,Inglaterra,Brasil,2002-06-21,cuartos,1,2,0,0,57
2002,,Alemania,Estados Unidos,2002-06-21,cuartos,1,0,0,0,58
2002,,España,Corea del Sur,2002-06-22,cuartos,0,0,1,1,59
2002,,Senegal,Turquía,2002-06-22,cuartos,0,1,1,0,60
2002,,Alemania,Corea del Sur,2002-06-25,semis,1,0,0,0,61
2002,,Brasil,Turquía,2002-06-26,semis,1,0,0,0,62
2002,,Corea del Sur,Turquía,2002-06-29,3er puesto,2,3,0,0,63
2002,,Alemania,Brasil,2002-06-30,final,0,2,0,0,64
2006,Grupo A,Alemania,Costa Rica,2006-06-09,1ra ronda,4,2,0,0,1
2006,Grupo A,Polonia,Ecuador,2006-06-09,1ra ronda,0,2,0,0,2
2006,Grupo B,Inglaterra,Paraguay,2006-06-10,1ra ronda,1,0,0,0,3
2006,Grupo B,Trinidad y Tobago,Suecia,2006-06-10,1ra ronda,0,0,0,0,4
2006,Grupo C,Argentina,Costa de Marfil,2006-06-10,1ra ronda,2,1,0,0,5
2006,Grupo C,Serbia y Montenegro,Paises Bajos,2006-06-11,1ra ronda,0,1,0,0,6
2006,Grupo D,México,Irán,2006-06-11,1ra ronda,3,1,0,0,7
2006,Grupo D,Angola,Portugal,2006-06-11,1ra ronda,0,1,0,0,8
2006,Grupo E,Italia,Ghana,2006-06-12,1ra ronda,2,0,0,0,9
2006,Grupo E,Estados Unidos,República Checa,2006-06-12,1ra ronda,0,3,0,0,10
2006,Grupo F,Australia,Japón,2006-06-12,1ra ronda,3,1,0,0,11
